timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,noise
0.005,-4,0,-22,-37,-7,-7,-9,-1,0.0
0.01,1,1,11,-10,-5,-5,-6,0,0.0
0.015,3,-2,86,-6,-12,-16,-26,4,0.0
0.02,1,-6,-38,-8,-1,2,24,-2,0.0
0.025,4,28,6,10,10,22,48,8,0.0
0.03,-13,-31,-37,-17,-8,-6,-2,-6,0.0
0.035,4,6,9,6,-5,-3,-2,-1,0.0
0.04,11,51,11,2,-6,-11,-44,1,0.0
0.045,4,-54,-71,6,1,-8,-22,3,0.0
0.05,-6,7,20,2,5,7,-7,-37,0.0
0.055,-34,-54,-96,-73,-5,11,64,-7,0.0
0.06,4,-61,54,26,11,0,-3,9,0.0
0.065,-14,39,-77,30,-1,-7,-3,-5,0.0
0.07,25,85,58,-21,-14,-26,-73,-7,0.0
0.075,-58,-83,-114,-20,8,21,-17,-5,0.0
0.08,-20,-30,6,8,-6,67,-27,-29,0.0
0.085,-12,-104,-51,-49,12,-85,31,12,0.0
0.09,-7,-84,-70,-9,-35,-31,-17,-3,0.0
0.095,12,-62,7,24,23,4,-38,-24,0.0
0.1,28,124,-68,-20,-9,17,28,17,0.0
0.105,-27,-70,127,23,12,34,12,0,0.0
0.11,18,74,-59,-31,49,102,3,8,0.0
0.115,22,-95,54,80,-56,-110,25,21,0.0
0.12,-12,-128,-37,-66,9,39,0,-9,0.0
0.125,27,81,70,70,30,52,-53,-12,0.0
0.13,17,6,17,-6,16,-2,21,15,0.0
0.135,19,10,16,11,15,36,11,8,0.0
0.14,-24,-7,24,15,-14,-43,23,-4,0.0
0.145,8,22,-21,-48,-44,-37,-24,4,0.0
0.15,11,-87,38,39,15,1,17,16,0.0
0.155,24,102,25,-8,-2,20,14,4,0.0
0.16,-31,-21,40,-1,-11,-53,-6,1,0.0
0.165,9,7,-25,-36,4,21,-15,-6,0.0
0.17,-3,-74,-48,15,-19,-29,0,-6,0.0
0.17500000000000002,-41,-50,-30,-25,0,-11,-18,-9,0.0
0.18,18,10,-41,-69,-6,-12,-14,0,0.0
0.185,-5,-43,11,48,6,10,23,11,0.0
0.19,5,-69,-49,-12,-11,-19,-41,-14,0.0
0.195,14,106,77,3,1,12,28,12,0.0
0.2,-5,-39,-2,86,14,4,-23,-9,0.0
0.20500000000000002,-18,-56,-95,-47,-32,-17,-15,-15,0.0
0.21,-4,-11,27,-20,-11,-15,25,7,0.0
0.215,18,-16,-13,-27,4,7,-30,-9,0.0
0.22,-18,-83,37,29,3,-8,-2,1,0.0
0.225,15,-53,34,29,-3,-5,9,-2,0.0
0.23,-11,-17,9,12,2,4,11,5,0.0
0.23500000000000001,3,10,31,27,8,1,-3,11,0.0
0.24,-14,31,-11,-19,6,1,19,-4,0.0
0.245,-2,22,13,-8,-5,-4,-8,-31,0.0
0.25,-18,-13,29,-2,0,3,13,1,0.0
0.255,-2,33,-19,3,-1,1,-8,0,0.0
0.26,8,-22,-16,-36,-8,-14,-1,5,0.0
0.265,-12,-6,5,-6,3,8,-5,-1,0.0
0.27,-5,29,-11,23,2,-2,17,5,0.0
0.275,-9,-33,40,4,3,1,-20,-9,0.0
0.28,22,58,-27,-7,-2,0,10,8,0.0
