timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,noise
0.005,-1,-1,-3,-2,-2,-3,0,-1,0.0
0.01,-1,-2,-1,-2,-3,-1,-2,-1,0.0
0.015,-1,0,0,-1,1,-1,0,-1,0.0
0.02,0,-6,-1,-1,-4,-4,-3,-4,0.0
0.025,-1,0,1,1,2,-1,0,-1,0.0
0.03,0,2,0,-2,-3,-1,-1,-1,0.0
0.035,-4,-2,-1,-3,2,1,0,-2,0.0
0.04,-1,1,-1,-2,-1,-2,0,0,0.0
0.045,-2,-1,0,-1,-1,0,-1,-1,0.0
0.05,-1,-3,-5,-1,-1,-1,-3,1,0.0
0.055,-1,1,3,11,0,-2,-1,-1,0.0
0.06,0,-3,-6,-15,-2,-2,-1,-2,0.0
0.065,-1,-1,0,-5,-3,-1,-1,-2,0.0
0.07,-3,0,2,0,0,0,-1,-2,0.0
0.075,-1,0,-4,-3,-3,0,-2,-1,0.0
0.08,-3,0,4,10,1,-1,0,0,0.0
0.085,0,5,3,2,1,-1,0,0,0.0
0.09,-1,-2,1,0,1,-1,-2,-1,0.0
0.095,-2,0,-8,-7,-2,-2,-2,-3,0.0
0.1,-2,3,2,2,-1,-1,-1,-1,0.0
0.105,-1,-3,-5,-6,-5,0,-2,-3,0.0
0.11,1,-2,-3,0,6,1,1,-1,0.0
0.115,-1,-2,0,-2,-3,-2,1,-1,0.0
0.12,-2,-1,-1,0,-2,-3,0,0,0.0
0.125,0,0,-3,-2,1,-1,-1,-1,0.0
0.13,0,0,-2,-2,-3,-3,-2,-2,0.0
0.135,-3,-2,-1,2,-1,0,0,-1,0.0
0.14,-3,-5,-3,-4,-5,-2,-1,-2,0.0
0.145,-2,-2,-2,4,2,-2,-2,-1,0.0
0.15,-2,-2,-5,-8,-2,-2,-1,0,0.0
0.155,-3,-6,-5,-2,-4,-4,-2,-2,0.0
0.16,-2,-2,-3,-4,-3,-1,-1,-2,0.0
0.165,-2,1,5,4,-6,-2,-1,-1,0.0
0.17,-2,-1,-1,-2,2,3,-1,0,0.0
0.17500000000000002,0,1,0,-2,-1,1,0,-1,0.0
0.18,2,0,6,16,9,1,1,1,0.0
0.185,0,1,-7,-11,-1,-1,0,-2,0.0
0.19,-3,-7,-9,-7,-5,-3,-2,-4,0.0
0.195,0,0,0,-2,-3,-2,-2,-2,0.0
0.2,-1,0,1,-2,-4,-1,0,0,0.0
0.20500000000000002,-2,1,7,10,-1,-1,-2,-1,0.0
0.21,1,3,0,6,2,2,1,0,0.0
0.215,-2,2,3,7,1,-3,-4,-1,0.0
0.22,-2,-2,-11,-13,-4,-3,-2,-1,0.0
0.225,1,-1,6,1,-2,0,1,0,0.0
0.23,-3,-5,-18,-13,-5,-3,-2,-2,0.0
0.23500000000000001,1,2,1,2,3,1,0,1,0.0
0.24,-1,0,2,2,-1,-1,-4,-2,0.0
0.245,-1,0,-3,-5,1,-1,0,-1,0.0
0.25,0,2,7,2,0,1,0,-1,0.0
0.255,1,1,5,7,-2,-3,0,0,0.0
0.26,-1,0,-2,-7,-3,-2,0,0,0.0
0.265,-1,-3,-5,-5,1,0,-2,-2,0.0
0.27,0,1,5,10,2,-2,-1,0,0.0
0.275,0,-3,-8,-11,-6,-3,0,-2,0.0
0.28,0,1,1,-3,0,-1,0,-3,0.0
0.28500000000000003,-2,-2,-2,-4,-7,-2,-3,-1,0.0
0.29,-1,-3,0,-1,2,0,-2,-2,0.0
0.295,-1,-2,-2,-4,-2,1,-1,-3,0.0
0.3,-1,-2,-2,-2,-3,-1,0,0,0.0
0.305,0,3,0,-1,0,-1,0,-2,0.0
0.31,-1,-2,-1,3,-2,-3,-1,0,0.0
0.315,-2,-4,-3,-3,-2,3,-1,-2,0.0
0.32,0,0,1,3,2,0,-1,0,0.0
0.325,-1,1,0,-6,-3,-3,-1,0,0.0
0.33,-2,0,5,0,-3,-3,0,-1,0.0
0.335,-3,0,-1,-5,1,0,-1,-1,0.0
0.34,-2,-1,-3,4,-3,-1,-2,0,0.0
0.34500000000000003,-3,-5,0,7,4,1,-2,-1,0.0
0.35000000000000003,-1,-1,-16,-25,-8,-3,-2,-1,0.0
0.355,0,1,0,5,1,-1,-2,0,0.0
0.36,-1,-4,0,-1,-1,-1,0,-2,0.0
0.365,0,-2,0,8,0,-1,0,-1,0.0
0.37,1,0,7,8,-2,-1,-1,-1,0.0
0.375,-1,2,0,0,5,1,0,-2,0.0
0.38,-3,0,1,1,-3,-3,-3,-2,0.0
0.385,0,0,-5,-1,3,1,-2,0,0.0
0.39,2,-2,1,-1,-3,-2,-1,-2,0.0
0.395,-1,-1,-3,-3,0,-2,-1,-1,0.0
0.4,0,-1,-1,0,-3,-3,-1,-2,0.0
0.405,1,-1,-10,-9,-3,0,-1,-2,0.0
0.41000000000000003,-2,-3,2,-2,-5,-5,-4,-2,0.0
0.41500000000000004,-2,-1,-2,0,2,0,0,0,0.0
0.42,-1,0,-1,-4,-3,-1,-1,-1,0.0
0.425,-2,-2,0,-3,-4,-2,-1,-1,0.0
0.43,1,3,3,5,4,2,1,0,0.0
0.435,-1,-3,-3,-4,-7,-3,-3,-1,0.0
0.44,-2,-1,0,0,2,-1,-2,-2,0.0
0.445,-1,-1,0,-3,-3,0,0,-1,0.0
0.45,-1,0,3,2,-3,-1,-2,-1,0.0
0.455,-1,1,3,3,2,0,0,-1,0.0
0.46,-1,-3,-10,-10,-1,1,-1,-1,0.0
0.465,-1,-1,2,-2,-3,-2,-2,0,0.0
0.47000000000000003,-4,-4,-5,-2,2,1,-1,-2,0.0
0.47500000000000003,0,0,3,1,-3,-3,-2,-1,0.0
0.48,-2,-1,5,2,-2,-2,-2,-1,0.0
0.485,-1,-2,-3,-1,6,2,0,-2,0.0
0.49,-1,1,2,-1,3,3,0,1,0.0
0.495,1,1,-1,-2,-2,-1,-2,-1,0.0
0.5,0,0,-2,5,-1,-2,-1,-3,0.0
0.505,-1,0,-1,-15,-7,-2,-2,-3,0.0
0.51,-1,-2,1,7,3,-1,-2,-1,0.0
0.515,-1,-3,-4,-3,-1,-1,-2,0,0.0
0.52,0,1,3,1,1,-1,0,-2,0.0
0.525,-1,-3,-3,2,-5,-4,-4,-2,0.0
0.53,-1,3,0,2,3,2,1,-1,0.0
