timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,noise
0.005,-2,1,1,-1,-3,-2,-1,-1,0.0
0.01,0,-2,-1,-2,1,0,1,-2,0.0
0.015,-5,-1,-1,1,0,2,0,1,0.0
0.02,-2,0,-2,-4,-1,-4,0,0,0.0
0.025,-1,-2,-5,-4,0,1,1,-1,0.0
0.03,-2,-3,-3,-1,-2,-1,-2,-1,0.0
0.035,-2,0,-2,-5,0,-3,-4,-2,0.0
0.04,3,-1,3,0,0,0,-4,0,0.0
0.045,-2,2,0,-2,-21,2,6,-2,0.0
0.05,-3,-1,0,1,11,-1,-1,-2,0.0
0.055,1,-2,0,0,0,-4,-3,-3,0.0
0.06,1,-3,-3,-9,0,0,0,-1,0.0
0.065,0,0,0,4,-11,-7,-2,2,0.0
0.07,-2,0,2,4,16,-2,-4,-2,0.0
0.075,-2,-1,0,9,19,4,1,2,0.0
0.08,-3,-1,-1,-7,-49,6,0,2,0.0
0.085,-1,-1,2,2,13,-5,-2,1,0.0
0.09,-5,4,5,9,0,2,1,-3,0.0
0.095,-7,-2,-2,-6,23,-4,-4,0,0.0
0.1,10,0,0,15,-43,0,6,-2,0.0
0.105,2,-2,-2,12,-41,-8,-6,-5,0.0
0.11,-7,3,4,-6,56,10,2,5,0.0
0.115,2,-1,-6,-18,-45,-5,-1,-4,0.0
0.12,9,-3,2,36,36,0,-5,-5,0.0
0.125,0,-3,-12,-74,5,-7,4,1,0.0
0.13,-8,-1,2,36,20,1,-6,-3,0.0
0.135,-6,1,4,-7,21,12,-3,2,0.0
0.14,-13,1,-1,16,-9,6,-3,0,0.0
0.145,2,-4,0,8,-51,1,-4,-4,0.0
0.15,-3,-2,-2,-5,20,-3,-2,-5,0.0
0.155,1,-2,-2,7,-22,-1,-4,1,0.0
0.16,-5,-1,0,6,10,5,-2,-4,0.0
0.165,-2,-2,-3,-11,-12,-3,-4,-5,0.0
0.17,0,-1,-1,9,0,-1,-2,0,0.0
0.17500000000000002,-4,1,-2,-3,-13,-1,0,-1,0.0
0.18,0,-1,1,-7,0,0,1,-2,0.0
0.185,4,0,-10,-22,-38,-9,1,-2,0.0
0.19,-4,-2,-1,2,11,0,-1,1,0.0
0.195,-2,2,4,16,10,2,-1,0,0.0
0.2,-1,0,-2,-20,-23,2,-4,-3,0.0
0.20500000000000002,-5,0,0,7,9,-1,-2,0,0.0
