60.855,1,3,0,3,0,0,1,0
60.86,1,1,1,0,2,1,0,2
60.865,0,0,2,1,6,2,3,1
60.87,2,1,1,1,2,2,1,3
60.875,1,2,0,2,0,2,0,1
60.88,2,1,0,1,3,4,0,0
60.885,1,2,0,0,4,3,1,0
60.89,2,2,1,0,0,3,2,3
60.895,3,0,2,2,7,1,1,1
60.9,2,1,0,0,1,7,5,3
60.905,1,0,1,4,3,8,3,0
60.91,1,1,0,2,1,3,0,2
60.915,1,3,0,1,1,5,4,3
60.92,2,1,0,5,3,3,3,1
60.925,0,1,3,2,1,8,2,2
60.93,1,2,1,2,5,5,3,1
60.935,1,1,0,0,0,1,1,2
60.94,0,2,1,0,2,1,2,0
60.945,0,1,1,1,1,4,4,1
60.95,1,2,1,1,3,7,1,1
60.955,3,1,3,2,5,6,2,3
60.96,1,3,2,0,3,0,1,1
60.965,2,4,3,0,2,12,2,2
60.97,1,0,1,0,0,2,3,1
60.975,3,1,1,3,5,6,5,2
60.98,3,1,2,3,8,12,7,3
60.985,2,1,2,5,11,9,2,1
60.99,1,2,2,3,2,8,6,0
60.995,0,0,1,21,3,18,7,0
61,1,2,1,3,4,5,1,4
61.005,2,2,2,6,1,17,7,3
61.01,2,1,2,4,4,5,6,4
61.015,0,2,2,10,8,6,3,0
61.02,1,0,1,1,2,4,1,2
61.025,0,1,1,5,2,10,3,2
61.03,2,1,2,0,2,8,6,4
61.035,1,0,1,2,5,8,2,3
61.04,0,1,1,1,5,14,4,1
61.045,0,2,4,5,7,3,3,2
61.05,1,0,1,0,2,4,3,1
61.055,4,2,0,1,15,1,1,2
61.06,1,3,1,2,3,7,6,3
61.065,3,1,1,9,29,5,6,6
61.07,1,1,0,7,0,5,1,3
61.075,0,0,2,5,11,2,6,3
61.08,1,1,1,0,5,10,0,3
61.085,1,1,1,23,27,11,1,0
61.09,3,1,3,17,24,3,7,3
61.095,2,2,3,3,11,8,7,3
61.1,0,2,0,5,8,3,4,6
61.105,1,2,1,2,15,3,2,2
61.11,1,0,2,3,25,16,3,2
61.115,0,3,0,1,21,5,0,1
61.12,0,2,4,22,1,6,3,3
61.125,1,2,2,5,4,3,0,0
61.13,1,2,0,0,3,11,3,2
61.135,1,1,4,7,4,16,2,1
61.14,1,0,1,9,4,19,3,2
61.145,3,1,2,0,14,4,3,1
61.15,0,0,4,1,20,5,3,3
61.155,2,0,1,2,10,11,4,1
61.16,0,0,0,10,21,6,6,2
61.165,3,2,3,4,14,11,1,0
61.17,3,1,2,3,28,6,1,0
61.175,2,0,0,0,30,6,2,3
61.18,0,1,2,0,11,8,0,1
61.185,1,1,1,5,9,24,4,1
61.19,1,0,0,9,19,13,1,2
61.195,2,0,1,3,4,7,3,1
61.2,1,1,1,0,1,11,2,1
61.205,1,1,0,0,14,14,10,1
61.21,2,2,4,3,10,5,3,0
61.215,2,2,0,5,5,5,1,0
61.22,1,1,1,3,19,8,1,1
61.225,2,1,1,2,10,11,4,3
61.23,1,1,0,5,3,1,1,0
61.235,1,3,1,2,2,3,2,3
61.24,5,0,0,15,23,2,1,3
61.245,2,1,4,9,17,10,0,3
61.25,0,0,1,10,24,14,3,2
61.255,2,2,2,3,40,1,0,2
61.26,0,1,0,8,31,3,2,1
61.265,2,1,2,1,7,10,5,0
61.27,4,3,2,21,9,1,1,2
61.275,0,0,1,4,18,7,4,3
61.28,1,1,0,3,6,13,2,0
61.285,0,0,2,16,38,14,3,3
61.29,2,1,3,1,3,3,0,1
61.295,1,1,0,2,5,6,3,3
61.3,1,1,0,0,21,11,5,3
61.305,2,1,0,2,7,1,2,2
61.31,1,2,1,20,21,17,6,3
61.315,2,2,2,10,10,13,3,1
61.32,3,1,2,20,19,22,3,2
61.325,1,2,1,9,40,1,7,3
61.33,1,3,3,12,62,11,1,1
61.335,3,0,1,7,14,10,5,5
61.34,3,1,2,18,17,1,0,1
61.345,2,3,2,4,6,7,1,0
61.35,0,1,1,1,8,11,1,1
61.355,0,0,2,20,13,9,2,0
61.36,1,1,3,19,13,5,1,1
61.365,0,0,2,1,17,11,1,1
61.37,0,0,1,1,41,19,3,1
61.375,1,1,0,3,21,2,2,3
61.38,4,3,2,8,37,0,1,1
61.385,1,0,1,19,3,2,4,3
61.39,0,2,3,29,30,10,2,3
61.395,2,3,2,3,14,5,0,2
61.4,1,3,1,13,24,6,4,2
61.405,1,1,1,12,4,3,1,0
61.41,3,0,1,0,5,6,3,1
61.415,1,1,1,10,6,15,1,3
61.42,0,2,3,12,32,10,3,1
61.425,0,1,2,8,2,5,1,1
61.43,1,1,2,10,30,1,2,1
61.435,2,2,2,20,25,11,1,1
61.44,1,1,0,7,4,3,1,2
61.445,0,1,3,14,3,12,4,1
61.45,2,0,0,20,38,3,2,1
61.455,2,0,3,44,71,18,4,3
61.46,2,1,2,4,8,6,1,3
61.465,4,2,0,8,9,3,7,4
61.47,2,3,3,0,9,13,8,4
61.475,1,2,0,16,16,0,1,0
61.48,0,1,1,6,1,9,2,1
61.485,2,0,2,2,0,5,4,4
61.49,2,1,1,5,15,2,5,6
61.495,2,0,2,11,16,7,5,6
61.5,1,2,2,23,8,1,1,2
61.505,1,2,1,14,9,2,3,3
61.51,2,4,1,5,17,7,4,2
61.515,2,3,1,2,3,12,9,5
61.52,2,0,1,6,1,2,2,1
61.525,0,1,1,12,11,9,2,3
61.53,2,0,3,0,28,14,0,1
61.535,1,0,1,2,9,8,1,2
61.54,2,1,1,2,10,4,1,0
61.545,0,1,1,10,5,8,3,1
61.55,0,2,1,5,7,11,2,2
61.555,2,2,2,11,13,9,6,3
61.56,1,1,1,9,6,2,1,1
61.565,2,2,1,1,10,6,2,1
61.57,2,2,1,1,7,8,1,0
61.575,1,1,1,12,30,4,0,1
61.58,1,1,3,8,4,0,2,2
61.585,1,1,1,8,15,4,0,3
61.59,1,1,1,2,2,5,0,2
61.595,0,2,1,5,1,3,2,0
61.6,1,1,2,23,20,0,4,2
61.605,2,3,1,1,4,9,5,4
61.61,1,0,2,5,5,8,0,0
61.615,2,1,1,9,18,5,0,2
61.62,3,1,1,2,31,2,1,3
61.625,2,0,1,2,9,2,1,1
61.63,1,2,0,0,3,3,1,1
61.635,2,2,2,2,2,9,2,0
61.64,0,2,1,5,5,0,1,1
61.645,0,1,0,1,6,3,4,4
61.65,1,2,1,1,3,1,0,1
61.655,3,1,1,1,22,5,0,3
61.66,1,3,2,5,6,6,0,4
61.665,1,1,0,19,27,2,2,0
61.67,1,1,1,12,8,4,1,1
61.675,1,0,1,14,22,4,4,4
61.68,1,1,0,2,1,2,0,2
61.685,2,0,3,8,4,4,1,0
61.69,0,0,1,1,5,2,1,1
61.695,2,2,2,5,9,9,2,1
61.7,1,1,3,0,4,8,4,4
61.705,3,1,2,3,3,9,4,2
61.71,1,2,2,0,1,1,2,0
61.715,0,1,0,1,19,2,1,1
61.72,3,4,3,7,33,6,3,0
61.725,0,0,2,12,2,9,3,0
61.73,1,3,4,32,2,3,4,2
61.735,1,2,1,1,13,4,1,1
61.74,3,1,1,2,3,4,5,4
61.745,1,1,1,12,18,1,0,1
61.75,1,2,1,10,40,2,2,2
61.755,0,1,2,0,14,7,1,3
61.76,1,0,0,1,3,5,0,4
61.765,2,1,1,2,2,5,4,1
61.77,0,1,2,5,7,8,5,4
61.775,1,3,3,5,13,0,3,1
61.78,2,1,2,7,3,2,3,2
61.785,2,2,3,11,15,3,2,0
61.79,3,2,1,15,9,4,5,3
61.795,2,1,1,5,1,0,6,3
61.8,1,2,0,12,8,8,1,3
61.805,2,1,5,8,12,3,1,1
61.81,2,1,1,5,2,5,0,3
61.815,0,3,2,7,6,4,1,2
61.82,1,2,1,4,16,6,1,0
61.825,2,1,3,24,33,13,3,3
61.83,2,2,2,4,2,11,1,1
61.835,2,2,1,9,20,8,2,3
61.84,2,2,0,5,8,1,2,1
61.845,0,4,2,18,13,0,2,1
61.85,2,2,1,20,16,6,4,3
61.855,1,0,2,15,13,5,0,2
61.86,1,2,2,2,3,3,3,5
61.865,2,0,1,5,2,1,2,2
61.87,2,0,2,10,8,3,0,1
61.875,1,0,3,15,35,7,0,2
61.88,1,0,0,3,1,1,2,1
61.885,0,0,0,6,2,0,1,0
61.89,0,0,3,4,13,6,3,1
61.895,1,2,1,7,35,13,3,0
61.9,1,1,1,3,4,2,1,2
61.905,3,1,0,5,9,1,3,1
61.91,1,1,3,5,1,1,2,2
61.915,1,1,2,8,5,3,2,1
61.92,1,2,3,9,19,1,0,0
61.925,1,2,0,2,2,6,3,3
61.93,3,3,1,4,15,0,1,3
61.935,1,0,1,4,7,1,3,1
61.94,2,1,3,3,3,2,1,1
61.945,1,1,2,9,1,4,1,0
61.95,2,1,2,1,7,0,2,2
