timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
60,-2,-2,-24,-6,-2,-5,-4,-1
60.005,1,3,27,-1,-2,1,1,-1
60.01,-3,-13,-10,-2,-1,-4,-1,-1
60.015,2,4,19,6,1,-2,-4,0
60.02,-3,2,-10,-6,-4,7,0,-6
60.025,1,2,17,3,1,3,4,3
60.03,-1,-6,-19,-6,0,0,-1,2
60.035,-2,-7,-8,-5,-3,-3,-4,-7
60.04,-1,0,15,0,-3,-11,-1,0
60.045,0,-3,-13,0,-1,-4,-2,-3
60.05,-2,2,17,-1,1,2,-3,-2
60.055,0,-1,-12,-3,0,-2,2,3
60.06,0,1,3,1,0,-2,-1,-2
60.065,-2,-1,-15,-3,0,-1,-2,-4
60.07,-2,2,17,4,0,-4,-1,1
60.075,-1,-2,-16,-5,-2,4,3,1
60.08,0,2,11,2,0,-2,-1,0
60.085,-1,-4,-10,-4,-1,-2,-2,-1
60.09,1,7,17,0,-3,-2,0,-1
60.095,-2,-4,-20,-1,0,0,-3,-2
60.1,-2,0,9,0,0,0,0,1
60.105,-1,-8,-16,-5,-2,-5,-2,1
60.11,0,0,14,-2,-1,2,0,-3
60.115,0,4,-3,4,0,-1,-1,-1
60.12,-1,-3,3,1,-1,-3,-1,0
60.125,-1,2,7,0,-2,0,-1,-2
60.13,-1,-1,2,0,-2,-2,-1,-1
60.135,-1,0,5,-2,0,1,-2,-1
60.14,-1,-9,-16,-1,1,-4,-1,-2
60.145,1,-1,8,3,-3,-2,-1,-1
60.15,-1,-2,3,-4,0,0,-1,-3
60.155,-1,0,-7,1,0,1,1,0
60.16,-2,3,8,0,1,-1,-2,1
60.165,-2,-2,-8,-5,-3,-1,-2,0
60.17,-1,-1,1,2,-2,-2,-1,0
60.175,0,-7,-11,-3,-4,-4,-1,-1
60.18,-1,2,6,-2,-1,-2,-1,-3
60.185,-2,0,-2,-1,-1,-1,-1,1
60.19,-2,1,-3,0,1,0,-2,0
60.195,-1,-3,-6,-5,-1,0,2,0
60.2,1,11,37,6,1,0,0,1
60.205,-5,-10,-50,-9,-2,-4,-1,-3
60.21,-1,-1,14,-1,-2,0,-2,-4
60.215,-1,-12,-12,-1,0,-2,-1,-2
60.22,1,6,35,1,-4,-3,-3,-1
60.225,-2,2,13,0,-3,-2,0,0
60.23,0,-11,-42,-7,-1,-1,-3,-2
60.235,-1,1,17,0,2,0,1,-1
60.24,-1,1,0,1,0,-1,-3,-1
60.245,0,-2,-14,1,-2,1,3,-2
60.25,0,4,16,0,-2,0,0,1
60.255,0,3,-12,-2,0,-2,-1,2
60.26,-1,-3,-9,-3,-5,-1,-1,-4
60.265,2,9,21,1,1,-2,-3,0
60.27,-3,-2,-6,0,-2,-2,-3,-1
60.275,-1,-1,3,-2,-2,0,-1,-3
60.28,0,-5,-13,-1,1,0,1,1
60.285,-3,-5,-8,0,0,-1,-1,-1
60.29,-1,-1,13,-2,-1,-3,0,-1
60.295,-2,0,3,1,0,-3,-3,0
60.3,-1,-5,-28,-2,-2,1,1,-2
60.305,-1,0,28,2,-2,0,-2,-1
60.31,0,-1,-21,-5,0,0,-1,0
60.315,-2,1,3,-1,-1,-1,-2,-2
60.32,-1,-4,-10,-6,-1,-3,-1,-2
60.325,-1,-1,2,1,-1,-1,-1,-1
60.33,0,2,8,3,2,-1,-1,-1
60.335,-4,-2,-9,-3,-3,-2,-3,-1
60.34,0,-2,-5,-4,1,0,-1,0
60.345,2,3,14,4,0,1,-1,1
60.35,-2,-2,-3,-2,-1,0,-2,-3
60.355,1,-1,3,-3,-2,-1,0,-1
60.36,-3,0,-8,-2,-2,-5,-2,-2
60.365,-2,-5,-8,-3,1,-2,-2,-2
60.37,0,-2,2,-2,-3,-1,-1,-1
60.375,-1,-2,0,0,1,-2,-4,-2
60.38,-1,-3,0,1,-3,0,-1,0
60.385,-1,-2,-1,0,-2,-1,-1,-3
60.39,-2,0,-13,-4,-5,-4,-2,-1
60.395,1,-1,3,1,-1,0,0,-2
60.4,-1,1,-11,-1,-1,-2,-1,-1
60.405,-1,1,-1,1,0,1,0,0
60.41,0,-2,3,3,1,0,0,-1
60.415,-1,-2,4,-5,-4,-2,0,-2
60.42,-2,-3,-7,-1,-2,0,1,0
