timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,noise
0.005,-1,-2,-1,-4,-1,0,-3,-1,0.0
0.01,1,0,-2,-1,-8,-2,-1,-2,0.0
0.015,-1,-2,1,1,1,0,-2,-1,0.0
0.02,-1,-1,-2,-3,-1,1,-1,1,0.0
0.025,-2,-1,-1,1,0,-1,-1,-4,0.0
0.03,-1,-1,0,-1,2,0,-2,-1,0.0
0.035,-1,-1,0,-1,-1,-2,-1,0,0.0
0.04,-1,-1,-2,2,-2,-5,-1,-2,0.0
0.045,-1,0,-3,-3,-4,2,-1,0,0.0
0.05,-3,-1,-1,0,-2,0,0,-2,0.0
0.055,0,1,1,-1,-1,-7,-3,-4,0.0
0.06,-1,-1,-2,0,1,1,2,-2,0.0
0.065,1,-1,-2,-2,-5,-1,-1,-2,0.0
0.07,-2,-1,1,0,1,0,0,-1,0.0
0.075,1,-2,-3,-1,-3,2,0,0,0.0
0.08,-1,1,0,-2,-3,-4,-4,-5,0.0
0.085,-2,1,-1,-1,0,-2,0,-1,0.0
0.09,-2,-4,-2,-6,-4,0,-3,0,0.0
0.095,-2,-1,-2,-2,-3,-1,-1,-3,0.0
0.1,0,-3,0,-1,-3,-4,-3,-1,0.0
0.105,-1,-1,-1,1,0,-2,0,-2,0.0
0.11,0,1,0,0,5,3,1,-2,0.0
0.115,0,0,-2,0,0,3,-2,-1,0.0
0.12,0,-2,-3,-3,-2,0,-1,-1,0.0
0.125,-3,0,-3,-2,-5,-4,-2,-2,0.0
0.13,-1,-1,-3,-1,-2,-3,0,0,0.0
0.135,-1,-2,-3,-1,-1,-2,-1,-1,0.0
0.14,-2,-2,-1,-1,2,0,1,-2,0.0
0.145,1,-2,1,1,0,-2,-3,-1,0.0
0.15,-1,0,-1,-1,1,-3,-1,-3,0.0
0.155,-2,-1,-1,-3,-1,-1,-3,-4,0.0
0.16,0,-1,0,-1,-3,0,-1,0,0.0
0.165,0,0,-1,0,1,-2,0,-2,0.0
0.17,1,-1,-3,0,-1,-2,-1,-1,0.0
0.17500000000000002,-2,-1,-2,-4,0,-2,-1,-1,0.0
0.18,-1,-4,-1,-1,0,-1,0,-1,0.0
0.185,-3,-2,-1,-1,-4,-1,-1,-3,0.0
0.19,-1,-1,-1,1,0,-3,-2,-1,0.0
0.195,0,-2,-1,-4,-4,-3,-2,1,0.0
0.2,0,-1,-2,1,4,7,1,-1,0.0
0.20500000000000002,-1,0,-1,1,2,0,0,0,0.0
0.21,0,-1,-3,-2,-4,-1,-2,-2,0.0
0.215,-3,-1,0,0,-3,-4,0,-3,0.0
0.22,-2,-1,0,-3,-3,-3,-2,-1,0.0
0.225,0,-1,-1,-2,-4,-5,-2,0,0.0
0.23,-2,-2,-2,0,1,0,1,-2,0.0
0.23500000000000001,0,0,1,1,3,2,0,0,0.0
