timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,noise
0.005,1,-1,-1,-2,-1,-2,0,0,0.0
0.01,-1,1,0,0,-3,-3,0,-1,0.0
0.015,0,-2,-2,1,-1,0,0,-1,0.0
0.02,-1,-3,-1,3,3,-2,-1,-1,0.0
0.025,-1,-1,0,-2,-2,3,0,1,0.0
0.03,-2,-1,0,0,-2,-1,-2,-2,0.0
0.035,-1,1,0,-6,-8,0,-1,-1,0.0
0.04,0,0,-2,-1,1,-4,-2,-4,0.0
0.045,-1,-1,-1,1,2,4,1,-2,0.0
0.05,-1,-2,-3,-3,1,-1,1,1,0.0
0.055,-2,-2,0,-2,1,-3,-2,0,0.0
0.06,-1,-2,-2,-1,-2,-1,-2,0,0.0
0.065,-1,0,-3,-3,-3,-5,-4,-2,0.0
0.07,0,-2,-1,0,-2,-1,-2,-1,0.0
0.075,-1,1,-1,0,3,2,1,0,0.0
0.08,0,-1,-2,-4,-4,1,5,2,0.0
0.085,-1,-2,-1,3,7,-3,-3,-4,0.0
0.09,-1,-1,-2,0,-4,1,0,-1,0.0
0.095,-1,-1,-1,1,-2,-4,-2,-3,0.0
0.1,0,1,1,1,0,2,-3,-1,0.0
0.105,0,0,0,1,-3,2,2,0,0.0
0.11,-1,-1,-1,-4,0,-2,-2,0,0.0
0.115,-2,-2,-1,2,0,-6,-2,-1,0.0
0.12,-1,1,0,-7,-5,9,3,-1,0.0
0.125,0,-1,-2,7,4,-1,-1,-2,0.0
0.13,-2,-2,-2,-3,-5,-2,-2,-2,0.0
0.135,-2,-2,-2,0,-5,-4,-1,-1,0.0
0.14,-3,1,-1,-3,2,2,-1,-1,0.0
0.145,-1,-1,-1,-3,-3,-1,-2,-1,0.0
0.15,0,-1,-1,0,0,0,1,1,0.0
0.155,0,0,-1,2,0,-2,-2,0,0.0
0.16,-1,-1,-2,-1,0,-1,-2,0,0.0
0.165,-2,0,-1,-2,-3,1,1,1,0.0
0.17,-1,0,-2,-2,-1,0,-2,-3,0.0
0.17500000000000002,-2,-1,0,-2,-1,-2,-2,-3,0.0
0.18,-2,-1,1,-2,-4,-4,-2,-3,0.0
0.185,-2,-1,-2,-3,2,4,1,0,0.0
0.19,-2,-2,-2,-1,0,-3,-1,0,0.0
0.195,-1,-1,0,-1,-2,-1,0,-1,0.0
0.2,-1,-2,-2,0,-3,0,-2,-2,0.0
0.20500000000000002,1,0,-2,-5,-2,-1,-1,-1,0.0
0.21,-1,-1,0,4,1,0,1,-1,0.0
0.215,-1,-2,0,-3,0,2,-2,-2,0.0
0.22,0,-1,-2,1,-2,-1,-1,-1,0.0
0.225,1,-3,-4,2,3,-3,-2,-3,0.0
0.23,-1,0,0,-1,1,2,0,-1,0.0
0.23500000000000001,-1,-1,0,0,0,-1,-2,-1,0.0
0.24,-2,-1,-1,-2,-3,-3,-3,-1,0.0
0.245,-2,-3,-1,0,0,-4,-1,-1,0.0
0.25,0,-2,-1,-8,-6,-3,0,0,0.0
0.255,-2,-1,-1,1,0,-2,0,-2,0.0
0.26,0,0,0,-2,1,4,1,0,0.0
0.265,-3,0,-1,-1,-3,1,-1,0,0.0
0.27,-2,-1,-2,1,-2,-5,-3,-3,0.0
0.275,-1,-2,-1,-3,-1,0,-2,-2,0.0
0.28,-2,-2,-2,0,-3,-3,-1,-3,0.0
