timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
76,0,1,-6,-4,-1,-1,-3,0
76.005,1,0,3,0,1,-1,1,0
76.01,-1,-3,-8,0,-1,-3,-1,-1
76.015,1,4,11,3,-1,1,0,0
76.02,1,-2,3,-1,-2,-3,-2,-1
76.025,-2,-2,-7,3,-1,-2,-1,-3
76.03,1,-2,4,-5,0,-1,-1,-2
76.035,0,0,-7,1,0,0,-1,0
76.04,0,0,3,1,0,-1,0,-1
76.045,-1,1,9,-1,-5,-1,-1,-3
76.05,-1,-2,-8,-2,-4,-1,-2,-1
76.055,-2,-3,1,-3,0,-2,-1,0
76.06,1,-2,-1,-2,-3,1,0,-1
76.065,-1,-3,-3,2,4,1,0,-2
76.07,-2,0,2,-8,-4,-2,-2,-1
76.075,0,-1,-7,0,2,1,0,-1
76.08,-2,-1,6,4,1,-3,-1,0
76.085,-1,-2,-7,-8,-2,0,-2,-1
76.09,-2,-2,0,5,1,-1,0,-1
76.095,-2,-4,-4,-2,-3,-2,0,-1
76.1,-1,-2,-8,-3,-2,-3,-1,0
76.105,-3,2,6,7,-6,-6,-4,-1
76.11,-4,-2,-4,-4,0,1,-1,-1
76.115,0,-1,-5,-7,1,-1,-1,0
76.12,-1,-4,-2,12,4,1,0,-3
76.125,0,-3,-1,-5,-2,1,0,-2
76.13,-3,1,3,4,-3,-1,0,-1
76.135,-1,-3,-4,0,0,-2,-1,-3
76.14,1,4,23,-10,-4,-1,0,-1
76.145,-1,-3,-16,0,1,-1,-2,-1
76.15,0,0,0,1,-2,-1,-1,-1
76.155,-2,-2,-1,-6,-4,-1,0,-2
76.16,1,1,2,1,3,0,0,0
76.165,0,-1,7,-6,-1,-4,-2,-3
76.17,-2,-3,-8,-1,1,1,0,-1
76.175,-2,0,6,0,-4,2,0,0
76.18,-1,-3,-17,-4,-1,-2,-1,-2
76.185,-1,-2,-15,-6,-3,-2,1,1
76.19,0,-4,5,5,2,1,-2,-2
76.195,-1,2,3,1,-1,-2,-2,-2
76.2,-4,-1,-17,1,0,1,-1,1
76.205,-1,-3,-3,-2,5,-1,-1,1
76.21,-2,-3,0,-6,-6,-7,-4,-1
76.215,1,1,-7,3,-3,2,2,-1
76.22,-2,0,17,1,1,-2,-2,-2
76.225,-2,-1,-2,-5,-4,-1,-1,-1
76.23,-1,0,-11,2,-1,0,1,-1
76.235,-1,0,8,-3,-2,-1,-3,-1
76.24,-2,-5,-15,0,-2,0,0,-2
76.245,1,1,10,1,0,0,0,-2
76.25,-1,-1,0,-2,2,-2,-1,-1
76.255,-1,-1,-2,1,-1,0,-5,-1
76.26,-1,3,-3,-4,-3,-2,0,-1
76.265,0,-2,6,-1,-1,-4,-1,-1
76.27,-2,0,-4,-5,-2,0,0,-2
76.275,0,-2,-2,1,0,-2,0,1
76.28,0,-7,-10,-1,0,-1,0,1
76.285,-1,0,14,-2,-6,-3,-4,-1
76.29,1,2,2,5,4,1,-1,-1
76.295,-2,-5,-9,-3,0,-2,1,-2
76.3,-2,-2,3,-1,0,0,-1,-4
76.305,1,0,-9,3,0,-3,1,1
76.31,-1,3,23,-4,-2,2,0,1
76.315,0,2,-3,2,-2,-1,-2,-1
76.32,0,-3,-14,-2,-1,-5,-4,0
76.325,-1,-1,9,3,4,1,1,0
76.33,-2,-10,-27,-3,-3,2,3,-3
76.335,-2,-1,-2,-3,-2,-3,1,0
76.34,0,-3,13,-4,-4,-3,0,-2
76.345,-1,1,2,1,0,0,-2,0
76.35,0,3,6,3,0,-3,-2,1
76.355,-1,-5,-21,-3,-5,-5,-4,-2
76.36,1,1,2,-3,-3,-3,1,-1
76.365,-1,-3,-2,-2,1,3,-2,-2
76.37,-3,-4,-21,-3,-2,-4,-2,-2
76.375,-3,2,14,-1,0,0,0,-1
76.38,-1,-1,1,0,-2,-8,-8,-1
76.385,-1,-3,-2,-4,-2,1,5,-2
76.39,1,-2,-3,-3,-2,-3,-2,0
76.395,-1,0,5,3,1,-1,1,-2
76.4,0,-1,6,-3,-1,-2,-2,1
76.405,-2,-1,-25,-3,-2,0,-4,-2
76.41,-1,1,4,-2,-2,-4,-2,-1
76.415,-3,-5,2,-2,-1,-3,1,0
76.42,-1,-4,2,-1,-1,4,1,0
76.425,-1,-3,-5,-2,-1,-1,-1,0
76.43,-1,0,-2,-1,0,-1,-2,-1
76.435,2,-2,-2,-3,-3,-2,-2,-2
76.44,-2,-1,-2,0,0,2,2,-2
76.445,-4,-3,10,-3,-2,-1,-1,-3
76.45,0,4,0,-1,-3,-3,-1,0
76.455,-3,-4,4,3,3,2,-1,0
76.46,1,1,0,-1,0,0,-2,-2
76.465,-2,-4,-11,-1,-2,-3,-1,-2
76.47,-2,1,4,-2,0,-1,-1,-1
76.475,1,1,22,0,-1,-2,0,-2
76.48,-1,-3,-27,-2,-2,-3,-6,0
76.485,-1,0,2,1,1,-1,-1,-1
76.49,-2,-5,3,-3,-2,-2,-1,-2
76.495,0,2,-19,-4,0,1,0,-1
76.5,-2,-1,-5,4,2,-3,1,-1
76.505,-1,-3,-2,-7,-4,0,-1,0
76.51,-1,0,2,7,2,1,-1,-1
76.515,-2,-2,0,-3,-4,-2,-1,0
76.52,-1,4,7,-1,-2,0,2,-2
76.525,-1,-1,2,4,-4,-3,-3,-1
76.53,-2,-4,-10,-18,-2,-2,0,-2
76.535,0,-2,9,1,-1,-1,-2,0
76.54,0,-1,-7,0,2,4,4,-1
76.545,-2,0,11,0,0,-1,-1,-2
76.55,0,-2,-9,1,-2,-1,-1,0
76.555,-3,-1,-2,0,0,0,-1,-2
76.56,-2,-2,-1,-3,-2,0,0,-2
76.565,2,1,4,-1,-3,-2,-2,-2
76.57,-1,-3,5,1,-2,-2,-2,-1
76.575,0,-2,-8,0,3,1,0,-1
76.58,-1,-1,14,3,-1,0,0,1
76.585,-2,-2,-31,-5,-2,-2,-1,0
76.59,0,1,9,3,-1,0,-1,-2
76.595,0,-2,2,3,4,1,0,1
76.6,-2,-1,-6,0,0,0,-2,0
76.605,-1,2,15,2,-1,-3,-2,0
76.61,-3,-2,2,3,-4,-1,-2,-2
76.615,-1,2,10,1,-4,-1,0,-2
76.62,-2,-7,-21,-14,-5,-2,-2,-1
76.625,-1,-1,-27,-9,-1,-1,-3,-1
76.63,1,2,13,2,0,-1,-2,1
76.635,-1,0,-1,3,0,0,-1,-2
76.64,-1,-5,-4,0,-3,0,-1,-3
76.645,-2,-3,-12,-5,-3,-1,-1,-2
76.65,0,-1,-7,-2,1,0,0,1
76.655,-1,-2,-10,-2,-1,-1,0,0
76.66,-1,1,8,1,-1,-4,-2,-1
76.665,0,-1,16,0,1,0,-1,0
76.67,-1,-3,-7,0,-2,-4,-3,-2
76.675,1,-3,-6,0,-2,2,2,-2
76.68,-2,3,12,-2,0,-2,0,-1
76.685,0,0,3,1,-1,-1,-1,-2
76.69,-1,-1,8,0,-2,0,0,-1
76.695,-3,0,-5,-5,-4,-3,-3,-2
76.7,-2,-3,-5,-3,-1,0,0,0
76.705,-1,-3,0,4,4,2,0,-1
76.71,0,-3,-7,-4,-2,-1,-2,-1
76.715,-2,-2,1,-4,-3,-3,-2,-1
76.72,2,0,1,-8,-2,0,-2,-1
76.725,-1,1,15,6,-2,-1,-2,-4
76.73,0,-2,-14,1,1,0,2,0
76.735,-2,0,0,-1,-2,-2,-1,0
76.74,0,0,-3,0,-2,-1,-1,-1
76.745,-1,1,17,1,2,-1,1,0
76.75,-3,-4,-18,-10,-2,-1,0,-2
76.755,-1,-3,-13,-5,-3,-1,-5,-3
76.76,-2,0,-4,6,4,0,-1,0
76.765,-1,-3,8,-3,-4,-4,-3,0
76.77,-1,0,11,6,3,0,0,0
76.775,-3,-1,-1,-3,-1,0,0,0
76.78,1,-2,2,-3,-2,0,0,-1
76.785,-1,-4,-4,-1,0,-2,-1,0
76.79,-1,3,-6,-2,-4,-3,-3,-2
76.795,-3,-3,2,-7,-3,-1,2,-2
76.8,-1,-1,8,7,2,-1,-1,-1
76.805,0,4,12,-1,-1,0,2,-1
76.81,0,-3,-13,-1,-1,-1,-1,-2
76.815,1,0,2,2,1,-3,-1,0
76.82,-2,-2,-4,-1,-1,0,-1,-2
76.825,-1,-4,-5,1,-1,-1,1,0
76.83,-2,0,6,-6,-2,-3,0,-1
76.835,-2,-1,0,4,-1,-4,-4,-1
76.84,-3,-2,-4,-7,-4,-1,0,-1
76.845,2,0,-8,-2,1,-1,-1,-1
76.85,-2,0,4,2,0,3,1,-2
76.855,0,-2,-6,-3,0,-1,-1,0
76.86,-4,0,1,2,-2,-2,-1,-1
76.865,-3,-1,-5,0,-4,-1,-3,-3
76.87,-1,1,14,0,0,-1,-1,-2
76.875,1,0,-1,-2,-2,-2,-2,-1
76.88,-2,0,3,-1,-1,-4,-4,-1
76.885,-1,-5,-13,-4,-2,1,-2,0
76.89,-1,0,7,2,-1,0,2,-1
76.895,0,-1,17,0,3,1,-2,1
76.9,0,-3,-21,1,1,-2,1,-2
76.905,-3,-2,5,-1,-4,-3,-3,-1
76.91,-2,-8,-28,-5,-3,-3,-2,-2
76.915,-2,0,-1,-3,-3,-2,-1,-1
76.92,-1,1,8,1,-2,-1,-1,-1
76.925,0,-3,-6,-1,0,-3,-2,-2
76.93,0,0,8,3,-1,1,0,-2
76.935,-3,-3,-12,-3,-1,-1,-1,-1
76.94,-1,-1,-7,-3,-2,0,-2,1
76.945,-2,0,1,0,-3,-1,-2,0
76.95,0,-1,8,2,2,-1,-3,-1
76.955,2,-1,-19,0,-3,-3,0,0
76.96,-9,-2,6,-3,-3,-1,-2,-1
76.965,4,-1,0,-4,-2,-2,0,-1
76.97,-3,-1,4,0,-1,-1,-1,0
76.975,0,-3,-3,2,2,2,0,-1
76.98,0,-1,-2,0,-3,-4,-3,-2
76.985,-4,-1,-1,-1,2,-1,0,-3
76.99,-1,-2,1,0,-1,-3,-1,1
76.995,-1,0,3,-4,-1,-2,-2,-1
77,2,-1,3,-2,-3,0,-1,0
77.005,-1,0,-2,4,2,1,2,-1
77.01,-2,0,11,2,0,-1,-1,-1
77.015,-1,-3,-8,-4,-1,-1,0,-2
77.02,0,-1,6,0,-1,-2,-4,-2
77.025,0,-1,-18,-9,-3,-3,1,0
77.03,4,1,-2,3,1,3,0,1
77.035,-8,-2,3,1,-3,-3,-2,-2
77.04,0,-2,-7,-2,0,1,1,-1
77.045,-1,-3,3,0,-2,-1,-3,-2
77.05,-2,-3,-3,-5,-4,-2,0,-1
77.055,1,0,-3,0,-1,-2,-1,-2
77.06,-1,-3,0,2,0,1,0,0
77.065,-2,2,7,0,0,0,0,0
77.07,-2,0,-9,-1,-1,-2,-1,-1
77.075,1,-3,7,-6,-2,-1,0,-2
77.08,-1,0,9,-1,0,-1,0,-2
77.085,0,-1,-6,2,-1,0,-1,0
77.09,-1,-3,-9,-5,-4,-5,-4,-1
77.095,-1,-1,4,-1,-2,1,1,-1
77.1,0,0,7,1,-1,0,1,-2
77.105,2,3,0,1,1,0,3,0
77.11,2,-1,0,2,2,0,-1,-1
77.115,-8,-1,-7,-2,1,2,-1,-1
77.12,5,0,-2,-5,-5,-3,-2,-1
77.125,-7,-3,3,3,-2,-1,-1,-2
77.13,-2,-3,4,1,-2,-3,-2,-3
77.135,2,2,-27,-6,0,-2,-2,-2
77.14,-1,-2,-4,0,1,1,1,0
77.145,-2,-2,0,0,1,-1,-2,-1
77.15,1,2,8,0,-1,-1,-1,2
77.155,0,-4,3,-2,-2,-3,-3,-2
77.16,-1,-1,-5,3,2,-1,-1,-1
77.165,-5,-4,-15,-4,-3,-1,-2,-2
77.17,-4,0,8,-5,-3,-1,-1,-4
77.175,-1,2,9,4,-1,-2,-1,-1
77.18,-3,-4,-7,-6,-5,-2,-2,-1
77.185,0,1,-9,-2,-3,-1,0,-1
77.19,0,0,4,-7,-2,0,0,-1
77.195,8,-1,-7,4,3,0,0,0
77.2,-4,2,11,0,-3,-1,-1,-3
77.205,-4,-2,0,-2,-1,-1,-3,-1
77.21,0,-3,-13,-4,-4,-2,-2,-3
77.215,-1,1,4,-1,-3,-4,-1,0
77.22,1,-2,-6,0,0,-2,0,-1
77.225,1,-3,1,0,-3,-2,-1,0
77.23,-4,-2,1,0,1,1,-1,-1
77.235,-1,-1,1,-3,-2,-1,0,2
77.24,-1,-2,-5,1,0,-1,-2,0
77.245,0,2,14,-3,-2,-1,-2,0
77.25,-2,-1,-9,-2,-3,0,0,-2
77.255,0,-2,0,-1,-1,-2,-3,-1
77.26,-1,3,-1,-1,-1,-1,-1,-2
77.265,-1,-4,-16,0,-2,0,3,-1
77.27,0,-5,-8,-4,-1,0,-5,-2
77.275,-1,-2,12,2,-1,0,-1,-1
77.28,-4,0,-11,1,-1,-3,-1,1
77.285,3,0,6,1,-1,-1,-2,-2
77.29,-2,-4,-8,-3,-1,0,1,-2
77.295,-2,2,-1,-2,-3,-2,-2,0
77.3,1,-2,5,-3,0,-1,0,-1
77.305,-1,1,-7,2,1,-1,-3,0
77.31,-2,-5,5,0,-1,-3,-1,1
77.315,0,-2,1,0,0,1,-2,-2
77.32,0,-2,-2,1,-1,-1,-2,-1
77.325,-1,-2,-3,-7,-1,1,1,-1
77.33,-1,-3,3,0,-1,-2,-2,2
77.335,-2,0,-6,5,1,1,0,-1
77.34,0,-1,-3,1,2,-2,0,-1
77.345,-2,-1,17,0,-3,0,-5,0
77.35,-1,4,-17,-1,0,-2,-2,-1
77.355,-6,-3,3,-1,-1,-2,-2,-1
77.36,-2,-5,-10,-3,-5,-3,-1,-2
77.365,1,2,12,1,1,0,1,-3
77.37,1,-1,3,3,2,1,0,0
77.375,2,1,0,-3,-2,-2,-1,0
77.38,4,1,1,0,0,2,0,-1
77.385,-7,-4,-4,-5,-7,-3,-2,-2
77.39,-2,0,-2,-3,-2,-2,-2,-1
77.395,0,-2,2,0,0,-2,0,0
77.4,-2,-4,-3,-2,-1,-2,-1,-1
77.405,3,1,1,3,0,-1,-3,-1
77.41,-3,-3,-8,-2,-2,-2,-1,-1
77.415,-2,0,9,0,-2,-3,-4,-1
77.42,-1,0,-4,-3,0,0,2,1
77.425,1,2,3,0,0,-3,-3,-1
77.43,-4,-6,11,0,0,1,0,-1
77.435,1,0,-18,-4,-2,-2,-2,-2
77.44,-4,-3,-2,-3,-1,0,-2,-2
77.445,3,0,-2,-3,-2,-3,1,-1
77.45,2,1,-3,2,1,-1,-1,-2
77.455,-1,0,-2,-1,1,1,2,-1
77.46,-3,-2,0,-1,0,-2,0,-1
77.465,2,0,-4,-3,-1,-1,1,0
77.47,-3,4,-11,-2,-2,-1,-1,-1
77.475,-1,-3,3,-2,-4,1,-1,-1
77.48,0,2,3,0,-2,1,0,0
77.485,-2,-2,2,-3,1,0,-2,-2
77.49,0,-2,17,4,3,-1,-2,1
77.495,-4,5,-9,1,1,-1,0,-1
77.5,1,0,6,-7,0,-2,-2,0
77.505,0,-3,-11,3,1,0,0,0
77.51,-2,-1,5,-2,-2,-1,-1,-1
77.515,-1,-4,-4,0,-1,-1,1,-2
77.52,0,-1,-1,5,-1,-2,0,0
77.525,-1,-2,2,-5,-2,-2,-2,-2
77.53,0,0,-14,-2,-1,-5,-3,-1
77.535,1,-2,18,3,1,5,4,-2
77.54,-1,0,-17,-4,-1,-4,-2,-2
77.545,-3,-2,4,3,2,0,0,-1
77.55,-1,0,-5,-2,-2,0,-1,-1
77.555,2,-3,-1,-2,0,-2,-3,0
77.56,1,0,11,0,0,0,-1,-1
77.565,-6,-3,-14,-3,-1,-1,-1,-2
77.57,0,0,-1,-5,-2,-3,-1,0
77.575,-1,-2,-9,1,-1,-2,0,0
77.58,0,-3,-7,-3,-1,1,0,-2
77.585,0,-3,-4,1,-3,-3,-1,-1
77.59,-1,-2,12,0,-3,-2,-1,-2
77.595,-1,-1,-18,-4,-1,-3,-2,0
77.6,-3,-3,0,-3,0,-3,-1,-2
77.605,-3,-1,3,0,0,1,-1,-1
77.61,0,-1,-3,1,0,-1,2,-2
77.615,-3,-2,3,0,1,0,-2,-1
77.62,-3,-1,-5,-3,-4,-3,-2,-1
77.625,-1,-2,0,-2,-1,-2,-1,0
77.63,1,-1,10,6,1,2,5,1
77.635,-5,-4,-15,-5,-1,2,0,-1
77.64,-1,0,11,5,-1,-1,-1,-1
77.645,1,0,-6,-5,-3,-1,-2,0
77.65,-1,-3,-3,-2,0,-3,-2,0
77.655,1,1,4,-2,-3,-3,0,-1
77.66,-5,-1,2,1,0,-3,-2,0
77.665,0,-3,0,0,-2,0,1,-1
77.67,-1,-1,-5,-1,0,-1,-3,0
77.675,1,-1,3,2,1,-2,-1,1
77.68,2,-2,-2,-3,-1,-1,-4,-1
77.685,-2,-2,0,-2,-1,-3,-1,0
77.69,-1,-5,-9,-8,0,-2,1,-1
77.695,-3,-1,5,0,-1,-4,-5,-3
77.7,0,1,-3,1,-1,4,3,-1
77.705,-1,1,23,1,-1,0,0,-2
77.71,0,-1,-25,-3,-5,-3,-1,-3
77.715,-1,-2,7,-3,-2,-2,-2,-2
77.72,-1,-2,-1,3,0,-1,0,0
77.725,-1,0,5,0,0,0,-1,0
77.73,-1,2,3,0,-1,0,0,0
77.735,1,-3,-1,-1,0,-1,0,0
77.74,-1,0,1,1,-4,0,-2,-1
77.745,-5,-2,-11,-6,-2,-2,-3,-4
77.75,-4,0,4,7,4,1,0,0
77.755,2,-4,-5,-2,-1,0,0,0
77.76,0,3,4,-3,-1,-1,0,1
77.765,-2,-9,-9,-1,-2,-2,-3,-1
77.77,1,9,2,0,-3,-1,-2,-3
77.775,-2,-1,6,-3,-1,-3,-2,-1
77.78,-3,-7,-16,-4,-1,-6,1,-1
77.785,-2,6,12,-1,-1,12,2,-5
77.79,3,-6,-13,-7,-2,-5,-3,-2
77.795,-3,-2,6,2,-2,-8,-5,13
77.8,5,5,-15,0,2,12,5,5
77.805,5,4,26,6,4,4,11,74
77.81,-20,-17,-12,-4,-5,-10,-22,-102
77.815,-6,8,1,0,-1,5,5,1
77.82,2,-17,23,-6,-9,-47,-11,5
77.825,1,14,-35,-3,-6,-20,-11,-13
77.83,-3,1,-31,-1,5,61,25,11
77.835,4,-6,-12,8,1,-14,-1,56
77.84,1,-12,33,-1,2,52,18,26
77.845,2,41,36,9,-4,-48,-24,-19
77.85,-8,-44,-8,-19,-2,39,6,-42
77.855,-25,-53,63,6,-3,3,-23,-38
77.86,7,-9,5,-7,4,19,5,16
77.865,15,11,7,-28,-1,83,37,95
77.87,-4,58,125,25,1,-35,-6,-68
77.875,-11,-83,-105,-32,-13,-5,3,-28
77.88,-1,32,68,4,-5,-49,-18,-6
77.885,1,-42,-92,-3,1,-38,-29,-14
77.89,12,3,6,-1,-1,32,9,-20
77.895,5,28,28,-12,0,-5,0,37
77.9,-16,-13,28,11,-4,-33,-9,-26
77.905,-20,-3,-34,25,7,18,-5,-49
77.91,1,-16,5,-20,0,-3,1,75
77.915,17,66,48,-12,-10,-9,2,2
77.92,4,-14,-128,-4,3,15,2,-4
77.925,2,12,124,9,1,-12,0,-25
77.93,-8,-26,-81,-1,-7,-37,-5,57
77.935,-8,1,22,-10,-4,14,2,-25
77.94,-3,15,10,4,5,16,11,-6
77.945,5,-14,33,-3,-6,-3,-4,30
77.95,-10,1,7,6,-5,-30,-13,5
77.955,3,9,-73,-18,0,-18,1,-41
77.96,10,-7,16,2,-6,29,3,24
77.965,-22,-54,10,11,-6,-10,-9,-16
77.97,12,31,6,-15,2,8,17,26
77.975,5,-21,-120,1,12,-6,-8,-48
77.98,5,48,-23,21,4,19,-1,63
77.985,-19,-61,-123,-47,-13,-5,1,-67
77.99,13,70,81,18,-9,-42,-37,-1
77.995,-9,24,42,54,15,32,34,17
78,2,-66,-71,-35,-2,4,8,-16
78.005,-1,51,65,-27,-1,15,-1,0
78.01,-11,-42,-117,-32,-7,5,10,9
78.015,16,74,127,59,9,-7,-9,1
78.02,-11,9,-34,-2,-7,-12,-14,-55
78.025,-2,-31,-97,24,3,-11,-4,15
78.03,-3,-82,-19,-38,-1,-12,10,21
78.035,1,36,39,-24,-2,26,5,56
78.04,-12,-21,69,-1,-2,-15,-3,-52
78.045,4,53,100,44,1,-18,-7,28
78.05,-16,-33,-95,-38,-11,8,-10,-25
78.055,15,-23,-78,-5,-3,-1,5,-14
78.06,-24,-26,-46,-21,1,-9,-5,-36
78.065,-2,-19,-31,-30,-11,-40,-3,16
78.07,30,-7,-5,35,19,82,21,17
78.075,-8,25,58,-12,-11,16,-7,-65
78.08,19,-6,-45,-26,-6,-16,5,50
78.085,-9,-21,-14,-27,-8,9,4,-52
78.09,-7,92,93,31,-5,-36,-8,14
78.095,-1,-59,-9,-29,-3,-9,-5,-24
78.1,0,-22,-97,7,8,11,-5,48
78.105,1,31,22,11,2,1,1,16
78.11,26,36,74,8,-3,-7,-5,15
78.115,3,-1,80,35,4,-3,-1,28
78.12,1,26,42,7,7,-7,-3,-8
78.125,-6,-28,-31,-20,1,6,-2,-16
78.13,-11,11,13,7,5,-2,15,11
78.135,-6,-28,-113,-33,-17,-16,-8,-9
78.14,20,40,58,6,-2,-4,1,-10
78.145,-13,-54,-14,22,12,18,4,-21
78.15,5,30,25,26,5,-17,-23,-43
78.155,9,-10,-81,-3,-4,-51,-8,95
78.16,-33,-16,43,15,-7,47,20,-28
78.165,10,33,-6,7,6,39,24,-19
78.17,-9,-32,-49,-7,0,3,-13,-13
78.175,-9,17,21,-10,-2,-16,-10,-10
78.18,2,-63,-65,-10,2,-22,-16,5
78.185,-7,25,107,5,-8,-8,-3,9
78.19,-5,-49,-42,-20,-1,-5,5,15
78.195,16,57,84,25,6,19,9,-3
78.2,-13,-36,-70,8,-5,-13,-10,-5
78.205,12,31,38,-53,-14,-5,-4,6
78.21,-9,-26,-103,-16,3,-7,1,-5
78.215,-9,3,-88,-3,-1,6,-2,14
78.22,10,86,127,2,-12,-8,-3,-52
78.225,24,-58,-108,-9,6,2,13,49
78.23,1,0,19,35,-2,-11,-2,7
78.235,-6,-5,64,-12,-2,15,7,5
78.24,-2,18,-8,10,6,-2,-2,-32
78.245,2,50,7,11,3,0,0,28
78.25,-9,-46,-91,-45,-6,-5,-2,-28
78.255,-1,-28,108,37,11,22,14,26
78.26,15,73,32,21,3,-9,1,-22
78.265,8,-5,-10,15,6,7,3,-10
78.27,-3,17,32,10,-2,-3,0,29
78.275,-16,-35,-78,-13,-5,-15,-1,-26
78.28,10,-12,18,11,5,3,-15,60
78.285,6,61,34,55,13,10,9,-10
78.29,5,5,16,22,1,-3,1,-12
78.295,-5,-53,-35,-6,-11,4,1,-22
78.3,3,2,-7,-30,16,5,4,10
78.305,-11,-7,4,-4,-9,-17,-18,-57
78.31,1,33,47,17,0,1,-3,-15
78.315,-4,8,52,-9,-2,-4,-8,-12
78.32,8,16,-20,3,-17,-7,-1,13
78.325,10,-22,-9,6,10,4,8,-3
78.33,-22,4,14,-6,7,1,-13,10
78.335,0,-5,-53,4,-2,-3,-4,-14
78.34,-12,-5,4,-18,-7,2,0,-11
78.345,4,-1,17,-23,-13,-9,-13,12
78.35,11,3,23,9,0,1,12,15
78.355,3,14,-21,-5,5,2,-3,1
78.36,-12,-32,22,9,-6,-4,0,9
78.365,-9,-18,25,5,2,-6,-4,-12
78.37,0,-15,13,-1,-5,-2,-1,5
78.375,-1,-2,-80,-11,-2,-2,-7,-4
78.38,7,7,30,18,-12,-5,3,-3
78.385,-9,2,-13,-4,-19,-5,-6,3
78.39,-8,-12,-31,-35,34,5,3,-8
78.395,-7,-5,27,1,2,-2,-1,0
78.4,6,4,-2,3,1,-2,-1,6
78.405,-1,-12,-40,-2,-10,-4,-5,-6
78.41,7,4,30,4,-17,-1,1,6
78.415,8,11,16,41,3,2,0,-4
78.42,-16,-19,-47,-47,9,-1,-2,0
78.425,10,-3,14,2,2,-1,-1,-2
78.43,-11,-4,14,-12,-10,-2,1,-3
78.435,3,22,-1,-1,-6,-5,-5,3
78.44,3,0,1,27,-4,-3,-2,-5
78.445,4,-2,-14,-45,2,1,0,0
78.45,31,5,-31,29,0,1,2,9
78.455,-37,-2,54,14,1,-5,0,-5
78.46,-11,-14,-17,-5,-6,0,-2,-3
78.465,5,0,-33,-27,6,-2,-1,-4
78.47,6,7,4,-2,-9,-1,-3,5
78.475,14,31,20,0,0,2,1,9
78.48,23,-38,11,0,-3,-1,-1,-4
78.485,-74,-4,-22,3,-3,-4,-4,-14
78.49,-9,-12,23,1,-1,-1,-2,-6
78.495,33,10,-32,-14,-4,-9,-5,9
78.5,-10,24,22,-12,-7,14,8,8
78.505,-64,-17,-1,16,9,6,1,-13
78.51,-11,-10,9,18,-7,-8,-9,-14
78.515,3,-23,-23,-17,7,3,-2,-4
78.52,12,-4,-11,-25,-8,-7,-1,6
78.525,40,10,20,16,-2,-4,0,9
78.53,-27,6,7,-15,-2,-6,-4,-4
78.535,16,-4,10,7,0,12,8,0
78.54,8,10,-17,13,5,-5,-1,0
78.545,5,4,4,-2,1,0,2,1
78.55,10,4,12,2,2,-11,3,3
78.555,1,-12,2,-13,-2,11,-4,-2
78.56,-21,-1,4,1,2,-4,0,-6
78.565,2,4,9,3,-3,-4,-5,-1
78.57,6,-8,-9,-2,-4,5,-1,1
78.575,-11,2,-8,-4,0,-2,-1,-2
78.58,-17,-6,14,3,5,1,-2,-6
