1.650499999999999901e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,8.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.651000000000000156e+01,-3.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-2.800000000000000000e+01,-2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00
1.651500000000000057e+01,-1.000000000000000000e+00,2.000000000000000000e+00,-1.000000000000000000e+00,-5.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00
1.651999999999999957e+01,-5.000000000000000000e+00,-6.000000000000000000e+00,-7.000000000000000000e+00,1.100000000000000000e+01,-5.000000000000000000e+00,-1.000000000000000000e+00,-2.000000000000000000e+00,-4.000000000000000000e+00,0.000000000000000000e+00
1.652499999999999858e+01,0.000000000000000000e+00,-2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-4.000000000000000000e+00,-5.000000000000000000e+00,-4.000000000000000000e+00,-4.000000000000000000e+00,0.000000000000000000e+00
1.653000000000000114e+01,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.653500000000000014e+01,-4.000000000000000000e+00,-5.000000000000000000e+00,-9.000000000000000000e+00,-9.000000000000000000e+00,-6.000000000000000000e+00,-5.000000000000000000e+00,-2.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00
1.653999999999999915e+01,-1.000000000000000000e+00,0.000000000000000000e+00,-6.000000000000000000e+00,-1.800000000000000000e+01,1.000000000000000000e+00,2.000000000000000000e+00,-2.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.654500000000000171e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,2.600000000000000000e+01,-3.000000000000000000e+00,-9.000000000000000000e+00,-1.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00
1.655000000000000071e+01,-1.000000000000000000e+00,-4.000000000000000000e+00,-5.000000000000000000e+00,-2.600000000000000000e+01,-3.000000000000000000e+00,1.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
