0.005,-3.0,-1.0,-4.0,5.0,-1.0,1.0,0.0,4.0,-0.5343017578125,0.299072265625,-0.401123046875,0.6812744140625,0.01220703125,-0.98486328125,0.23779296875,0.625,0.25,-1.5
0.01,-2.0,-2.0,-4.0,-10.0,-3.0,-5.0,-2.0,-1.0,-0.53436279296875,0.29888916015625,-0.4012451171875,0.68121337890625,0.015625,-0.9697265625,0.244140625,0.625,-0.625,-1.625
0.015,-2.0,-2.0,-4.0,-10.0,-3.0,-5.0,-2.0,-1.0,-0.53436279296875,0.29888916015625,-0.4012451171875,0.68121337890625,0.015625,-0.9697265625,0.244140625,0.625,-0.625,-1.625
0.02,-2.0,-2.0,-4.0,-10.0,-3.0,-5.0,-2.0,-1.0,-0.53436279296875,0.29888916015625,-0.4012451171875,0.68121337890625,0.015625,-0.9697265625,0.244140625,0.625,-0.625,-1.625
0.025,1.0,-2.0,-1.0,1.0,0.0,0.0,0.0,-6.0,-0.53436279296875,0.29888916015625,-0.4012451171875,0.68121337890625,0.015625,-0.9697265625,0.244140625,0.625,-0.625,-1.625
0.030000000000000002,1.0,-2.0,-1.0,1.0,0.0,0.0,0.0,-6.0,-0.53436279296875,0.29888916015625,-0.4012451171875,0.68121337890625,0.015625,-0.9697265625,0.244140625,0.625,-0.625,-1.625
0.035,5.0,1.0,3.0,0.0,1.0,1.0,-3.0,0.0,-0.53466796875,0.29876708984375,-0.4013671875,0.6810302734375,0.02587890625,-0.96826171875,0.2373046875,-0.25,-0.5625,-1.6875
0.04,5.0,1.0,3.0,0.0,1.0,1.0,-3.0,0.0,-0.53466796875,0.29876708984375,-0.4013671875,0.6810302734375,0.02587890625,-0.96826171875,0.2373046875,-0.25,-0.5625,-1.6875
0.045,5.0,1.0,3.0,0.0,1.0,1.0,-3.0,0.0,-0.53466796875,0.29876708984375,-0.4013671875,0.6810302734375,0.02587890625,-0.96826171875,0.2373046875,-0.25,-0.5625,-1.6875
0.049999999999999996,-8.0,-5.0,-9.0,-8.0,-2.0,-3.0,-3.0,-4.0,-0.534912109375,0.2987060546875,-0.40142822265625,0.6807861328125,0.0224609375,-0.982421875,0.24658203125,-1.125,-0.3125,-1.3125
