timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
100.1,0,4,2,7,-1,1,-1,-1
100.105,-1,-7,-32,-17,-1,-2,-1,-1
100.11,0,-2,9,6,1,-1,0,-1
100.115,1,1,11,-5,-3,-3,-1,-1
100.12,-2,-2,-1,5,1,-1,-2,-2
100.125,-2,-2,-3,-6,-6,-3,0,-2
100.13,-1,2,8,2,3,1,0,0
100.135,-1,-3,-14,1,5,2,-1,-1
100.14,0,-3,10,3,0,-2,0,-1
100.145,0,-1,-5,-5,-6,-5,0,-1
100.15,-2,1,2,-7,-8,-4,-1,-3
100.155,1,7,-6,5,4,2,-2,-2
100.16,-7,-22,-4,6,4,1,0,-2
100.165,-1,0,-12,-6,-1,1,-1,-2
100.17,-3,-8,1,2,2,1,-1,-1
100.175,-2,1,-36,-7,-6,-3,0,0
100.18,1,9,1,-3,-5,-3,-1,-1
100.185,-2,-4,10,2,-4,-1,-3,-4
100.19,0,2,10,2,2,2,1,0
100.195,-3,-5,-4,-1,3,1,-1,0
100.2,2,4,-2,-3,-8,-4,-1,0
100.205,-2,-2,-4,-2,-2,-3,-2,0
100.21,1,2,-1,4,3,1,1,1
100.215,-4,-8,17,2,0,-1,-1,-1
100.22,-1,2,-18,-3,0,0,-1,0
100.225,-3,1,-30,-2,-5,-4,-1,0
100.23,-2,-2,-3,-10,-1,-2,-2,-2
100.235,0,-2,14,3,2,-2,-1,0
100.24,-4,-7,-12,5,-2,-1,-3,-4
100.245,3,1,-9,-6,-1,0,0,0
100.25,-3,-5,-10,6,0,-2,0,-2
100.255,1,2,11,-5,-3,-2,0,0
100.26,-1,3,17,6,4,2,-1,-2
100.265,1,-1,3,1,-2,-1,-1,-1
100.27,-5,-4,-3,-5,-2,0,0,-1
100.275,1,1,3,-1,-3,-1,0,-1
100.28,-1,-2,-28,-7,-2,-1,-2,-2
100.285,-3,-5,9,1,4,1,0,0
100.29,0,1,10,-3,-2,-2,-3,-1
100.295,-3,-5,-16,-2,-2,-1,0,0
100.3,-1,-1,-17,-5,-4,-2,-1,1
100.305,-1,0,8,0,0,0,0,-2
100.31,1,-2,0,2,-1,0,-1,-1
100.315,-4,-2,-5,3,-2,1,-1,-2
100.32,-1,5,28,4,0,-3,-1,-1
100.325,1,-3,-9,-6,-1,0,-1,0
100.33,-3,-6,-11,-2,-3,1,0,0
100.335,-3,-1,15,-1,-3,-3,-2,-3
100.34,1,-4,2,-6,-5,-3,-2,-3
100.345,-3,1,16,1,-1,-7,-1,-1
100.35,1,3,-29,-2,0,7,-4,-1
100.355,-1,-5,-13,-7,-2,-4,-3,0
100.36,-2,-5,-9,-5,-1,2,0,-1
100.365,0,1,14,-1,-2,-5,2,-1
100.37,0,-4,1,0,-3,-4,2,1
100.375,-1,1,-4,5,2,4,-3,-2
100.38,-2,2,5,-1,-2,-6,-3,0
100.385,0,-2,-21,3,0,0,1,-2
100.39,-1,2,10,0,-3,-11,-4,0
100.395,1,1,-18,-3,-1,5,-2,1
100.4,-7,-7,11,2,3,4,9,2
100.405,-2,-2,4,2,3,5,-1,-1
100.41,-1,4,7,2,0,-3,0,-2
100.415,1,-1,-9,1,1,-2,1,-1
100.42,3,10,5,-1,-2,0,-5,-1
100.425,3,-1,3,-3,3,0,0,0
100.43,-1,-1,4,1,-1,0,0,-1
100.435,-2,-4,-14,-3,0,-4,0,0
100.44,1,0,4,1,-1,3,4,1
100.445,0,0,-2,-1,0,2,-1,2
100.45,7,0,0,-1,-1,-2,-1,2
100.455,-13,-2,3,0,-3,1,5,-5
