timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,noise
0.005,0,-1,-1,1,-2,-2,-2,0,0.0
0.01,-1,0,-2,-8,-2,-2,-1,-1,0.0
0.015,-2,-2,-1,-1,-1,-1,-2,-3,0.0
0.02,-3,-2,0,-2,0,-1,-1,0,0.0
0.025,-1,0,1,-2,0,0,0,-3,0.0
0.03,-1,-2,-2,1,0,-3,-1,-2,0.0
0.035,-1,-1,-2,-1,-1,-1,-2,1,0.0
0.04,-2,-2,0,-1,-2,0,-3,-2,0.0
0.045,-1,-1,-2,-1,-1,-3,-1,-3,0.0
0.05,0,0,-1,0,-1,-2,-1,-1,0.0
0.055,0,0,-1,-2,0,-1,-1,-2,0.0
0.06,0,-1,-2,1,0,-2,-3,-2,0.0
0.065,-1,-1,-2,-3,0,1,-1,-1,0.0
0.07,0,-1,0,-1,0,-1,0,-1,0.0
0.075,-1,0,-1,-1,-2,-2,0,-2,0.0
0.08,-2,-1,0,1,0,-2,0,-2,0.0
0.085,-1,-2,-2,0,1,-2,-1,0,0.0
0.09,-1,-2,-2,-1,-2,0,-1,-1,0.0
0.095,-1,0,-2,-2,0,1,-1,0,0.0
0.1,-1,0,-2,-4,-1,0,0,-2,0.0
0.105,-2,1,-3,0,-2,0,0,-1,0.0
0.11,-1,-1,-2,0,-2,0,-1,-1,0.0
0.115,-2,0,0,-1,-1,-1,0,0,0.0
0.12,-2,-2,0,-2,-2,-1,-1,0,0.0
0.125,-1,-1,-1,-1,-1,-1,-1,-2,0.0
0.13,-3,-1,-1,0,0,-1,-3,-2,0.0
0.135,-1,-1,1,0,-2,0,0,-1,0.0
0.14,0,1,-1,0,0,0,-1,-2,0.0
0.145,-1,-1,-2,-1,-1,-1,1,0,0.0
0.15,-1,0,-2,-1,-1,-1,-2,-1,0.0
0.155,-2,0,0,0,-1,-2,-1,-1,0.0
0.16,-1,-1,-1,-1,0,-1,-2,-1,0.0
0.165,-1,-1,-1,-1,-3,-2,-2,-1,0.0
0.17,-2,-3,-2,-2,-4,-1,-1,-2,0.0
0.17500000000000002,1,-2,-2,-1,1,0,-1,-2,0.0
0.18,0,-2,0,-2,-2,-1,-1,0,0.0
0.185,-1,0,-2,-3,-1,-1,-1,-1,0.0
0.19,0,0,0,-1,0,-2,0,0,0.0
0.195,-1,0,-2,-1,-3,-2,-2,-2,0.0
0.2,-2,-2,-2,1,-1,-1,-1,-3,0.0
0.20500000000000002,0,0,0,0,0,0,-1,0,0.0
0.21,0,-1,-1,-1,-3,-1,-1,-3,0.0
0.215,-1,-2,-2,0,-2,-2,0,-2,0.0
0.22,-1,1,-1,-2,-2,-1,-2,-1,0.0
0.225,-2,-2,-1,-2,-2,-1,-1,-1,0.0
0.23,-1,-1,0,0,1,-1,-1,-2,0.0
0.23500000000000001,-3,-1,-2,1,1,-1,0,-1,0.0
0.24,0,-2,0,-2,-3,-2,-3,0,0.0
0.245,-2,-1,-1,0,0,-1,-2,-1,0.0
0.25,-1,0,-1,-1,-1,1,0,-2,0.0
0.255,0,-1,1,-2,-1,0,0,-1,0.0
0.26,-3,-2,-4,-2,0,0,1,0,0.0
0.265,-3,0,-2,0,-1,0,0,-3,0.0
0.27,0,-1,0,-1,-2,-2,0,-1,0.0
0.275,0,0,0,1,-1,0,-1,0,0.0
0.28,0,0,-1,-1,-2,-2,-1,0,0.0
0.28500000000000003,1,-1,-1,0,-1,-2,-1,-1,0.0
0.29,-2,-1,0,-2,-2,0,-1,-2,0.0
0.295,0,-1,-1,-2,-2,-1,-2,-2,0.0
0.3,-2,0,0,-2,0,-1,-1,-3,0.0
0.305,0,-3,0,1,-1,-3,-1,-1,0.0
0.31,1,0,-1,-3,-2,-2,-1,0,0.0
0.315,-1,0,-2,-1,0,-1,-2,0,0.0
0.32,-1,-3,0,-2,-3,-1,0,-2,0.0
0.325,0,-1,-1,-3,-1,-1,0,-2,0.0
0.33,-2,-2,-2,0,-1,-1,-3,-1,0.0
0.335,1,-2,0,0,-2,-1,-1,-1,0.0
0.34,-1,-2,0,0,0,-1,-2,-1,0.0
0.34500000000000003,-2,0,0,-1,-2,0,-2,0,0.0
0.35000000000000003,1,-1,-2,-1,0,-1,0,-1,0.0
0.355,0,1,1,-2,-2,-2,-1,0,0.0
0.36,-1,-1,-1,0,0,-1,1,-1,0.0
0.365,-1,0,-2,-1,-3,0,-2,-1,0.0
0.37,-1,-1,-1,-1,0,0,0,-1,0.0
0.375,-1,-1,-2,-2,-1,-2,0,-2,0.0
0.38,0,0,0,0,0,0,-2,1,0.0
0.385,0,-1,0,-1,0,-1,-1,-2,0.0
0.39,-2,-1,-1,1,0,-1,-1,-1,0.0
0.395,-3,-1,-1,-1,-1,0,-2,-3,0.0
0.4,-1,-2,-1,-1,-1,-1,-1,0,0.0
0.405,-2,-1,-1,-2,-1,-1,0,-2,0.0
0.41000000000000003,0,-1,-3,-1,-2,-1,-2,-1,0.0
0.41500000000000004,-2,-2,0,-2,1,0,0,0,0.0
0.42,1,0,-1,0,0,0,-2,-2,0.0
0.425,-3,-3,0,-2,0,0,-3,-2,0.0
0.43,-1,-3,-1,-3,-2,-2,-1,-1,0.0
0.435,-1,-1,-2,0,1,0,-1,-1,0.0
0.44,-1,-2,-1,-1,1,-2,-1,0,0.0
0.445,1,-2,0,-3,-2,-1,-1,-1,0.0
0.45,-2,-1,-3,0,0,-2,-1,0,0.0
