timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,noise
0.005,-1,-2,0,1,1,-1,2,2,0.0
0.01,0,-2,-1,0,-1,0,-2,-2,0.0
0.015,-2,-2,-3,0,-1,-2,-3,-1,0.0
0.02,0,-1,-2,-2,-2,0,-1,-1,0.0
0.025,-3,0,-1,-1,-1,-1,0,-3,0.0
0.03,-1,0,0,-2,-1,-1,3,1,0.0
0.035,0,0,-3,-3,-1,-2,1,-1,0.0
0.04,-2,-2,-1,-2,-1,-2,-5,-3,0.0
0.045,0,-1,-3,-1,-2,0,-4,-1,0.0
0.05,0,-1,-1,-1,-2,-1,0,0,0.0
0.055,-2,-1,-1,-1,-2,0,0,-1,0.0
0.06,-2,-1,-2,-1,0,-2,0,0,0.0
0.065,0,-2,0,-1,-2,-1,-2,-3,0.0
0.07,0,0,0,-1,2,0,1,1,0.0
0.075,-1,-3,-1,-1,0,0,-3,-2,0.0
0.08,-4,-1,-2,-2,-2,-4,-3,-4,0.0
0.085,-1,-1,-2,1,0,0,-2,1,0.0
0.09,-1,-1,0,0,-2,-1,-1,-2,0.0
0.095,-4,1,-1,-1,-2,-4,-3,-2,0.0
0.1,0,-1,-1,0,-1,1,0,0,0.0
0.105,0,-1,0,-1,0,-1,0,1,0.0
0.11,-1,-3,-3,0,-1,-4,0,-1,0.0
0.115,-2,-1,0,-1,-3,-1,-1,-5,0.0
0.12,-2,-1,0,-2,-2,-5,-4,-2,0.0
0.125,-1,-2,-3,-1,-1,0,-2,-2,0.0
0.13,1,-1,-1,1,1,3,3,2,0.0
0.135,0,-2,0,-2,-1,-2,-2,-3,0.0
0.14,-2,-1,-1,-1,-1,-2,0,2,0.0
0.145,0,0,-1,0,-1,1,-1,0,0.0
0.15,-2,-2,-3,-4,-3,-3,-4,-1,0.0
0.155,-1,0,-1,0,0,1,2,0,0.0
0.16,-2,-2,-1,-2,-3,-4,-5,-4,0.0
0.165,1,-1,1,0,1,0,1,2,0.0
0.17,-1,-1,-1,-1,-2,-3,-2,-2,0.0
0.17500000000000002,-1,1,0,-1,-1,-2,-2,-1,0.0
0.18,1,-1,-1,0,-2,-2,-4,-1,0.0
0.185,-3,0,1,-2,-1,-2,-2,0,0.0
0.19,-2,-1,-1,-2,0,-2,-2,-2,0.0
0.195,-1,-3,-2,-1,-2,-1,0,-1,0.0
0.2,-1,0,-2,0,-1,1,1,-1,0.0
0.20500000000000002,1,0,-1,-2,0,0,1,-1,0.0
0.21,0,-1,0,0,-2,0,1,0,0.0
0.215,0,-1,-1,-1,-3,-3,-3,-4,0.0
0.22,-3,-3,-1,-2,-2,-2,-1,-2,0.0
0.225,-2,0,-1,-2,0,-2,-4,-2,0.0
0.23,-2,-1,0,-1,0,2,1,-1,0.0
0.23500000000000001,-1,0,-1,0,-1,1,1,3,0.0
0.24,0,-1,-2,-2,-1,0,-2,-2,0.0
0.245,-2,-3,-2,-2,-2,-3,-3,-3,0.0
0.25,0,0,0,1,0,0,0,3,0.0
0.255,0,-3,-1,0,0,1,0,2,0.0
0.26,-3,-1,0,1,-1,-1,0,-2,0.0
0.265,-2,-1,-2,0,-2,-2,0,0,0.0
0.27,-1,0,-2,-3,-2,-4,-6,-5,0.0
0.275,-3,0,-1,0,-1,-1,-1,-3,0.0
0.28,0,1,-2,-3,-1,-1,0,0,0.0
0.28500000000000003,2,-1,1,0,0,2,4,2,0.0
0.29,0,-2,0,0,1,0,0,0,0.0
0.295,-2,-1,-1,-3,0,-2,-3,-3,0.0
0.3,-3,0,-3,-1,1,-3,-3,-3,0.0
0.305,-2,0,-1,0,-1,0,-2,-3,0.0
0.31,-1,-2,-1,0,-3,-1,-1,-2,0.0
0.315,-2,0,-2,1,-2,-3,-3,-3,0.0
