timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,noise
0.005,-5,-9,111,-1,-111,-51,-3,-6,0.0
0.01,-5,-9,124,29,39,29,-4,-1,0.0
0.015,-3,-7,127,-6,90,34,-4,0,0.0
0.02,-3,-1,84,-7,80,26,-1,3,0.0
0.025,-3,-4,114,12,65,116,0,0,0.0
0.03,-5,-36,122,-7,-50,-1,3,-4,0.0
0.035,-4,-112,127,-5,-66,17,-1,-6,0.0
0.04,-7,-127,127,-18,-52,47,-3,-1,0.0
0.045,-9,-38,118,-5,-47,-9,-1,-3,0.0
0.05,-6,-69,55,-42,-64,-96,-3,-1,0.0
0.055,-5,44,77,-1,-27,58,-6,0,0.0
0.06,-6,3,-44,-3,-43,-62,-1,-4,0.0
0.065,-15,-37,-125,10,-10,-52,0,2,0.0
0.07,-21,29,-122,0,4,-76,0,2,0.0
0.075,-12,12,-128,-23,-30,-128,-1,0,0.0
0.08,-11,-7,-109,8,-19,-49,-2,-2,0.0
0.085,-23,99,-119,53,33,103,-3,1,0.0
0.09,-16,-125,-128,-36,-5,-3,-1,-3,0.0
0.095,25,45,-127,-7,-21,-128,0,2,0.0
0.1,26,-51,-82,-7,-9,-51,1,5,0.0
0.105,54,-4,-97,3,20,-75,0,5,0.0
0.11,115,48,-68,30,13,74,1,5,0.0
0.115,117,-3,-65,-7,-13,-27,-2,0,0.0
0.12,69,104,-36,-9,-8,-70,0,-2,0.0
0.125,-4,65,-40,-22,-6,-13,-7,-2,0.0
0.13,-44,127,-24,20,6,121,-4,5,0.0
0.135,-32,-80,-14,-1,-1,109,-2,-3,0.0
0.14,-41,58,-13,-4,111,122,-3,-5,0.0
0.145,-41,76,-12,-16,104,-10,-4,-3,0.0
0.15,-32,112,-8,-3,8,-92,-1,-5,0.0
0.155,-20,115,-5,3,-62,-115,-2,-8,0.0
0.16,-38,-52,-6,0,-124,-100,-1,-9,0.0
0.165,-57,-17,-108,10,-116,-2,-7,-11,0.0
0.17,-70,-1,-119,0,-85,13,-2,-7,0.0
0.17500000000000002,-69,-76,-128,-3,-114,-10,3,-2,0.0
