timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
25.75,-1,-1,-2,19,-11,1,-2,-3
25.755,-2,0,-1,-11,-31,-5,-3,-3
25.76,-2,-1,0,-2,49,-1,-1,-3
25.765,-2,0,-2,5,-31,-4,-3,-5
25.77,-1,-1,-2,-11,16,-2,-2,-1
25.775,-4,-1,-1,8,-10,3,-1,-2
25.78,0,-3,-1,9,37,3,2,3
25.785,0,-2,0,-3,-23,-2,-1,-1
25.79,-2,-1,-2,-12,-27,-5,-2,0
25.795,1,0,0,11,28,5,1,-1
25.8,0,0,-2,5,7,-2,-3,-4
25.805,-2,-1,-4,-34,-13,-5,-4,-2
25.81,-1,0,-3,-2,20,3,-1,1
25.815,-2,-1,0,10,12,2,0,1
25.82,-3,-1,1,2,-17,-2,-1,0
25.825,0,0,-2,12,26,-1,-1,-2
25.83,-1,1,0,-10,-27,-4,0,-2
25.835,0,-1,-1,-16,4,-1,-2,-3
25.84,-2,-3,-2,10,-21,-1,-1,-1
25.845,-1,-1,-1,-1,30,0,0,1
25.85,-2,-3,-2,-21,-34,-5,-4,-1
25.855,2,0,0,13,10,1,3,2
25.86,-1,0,-4,-10,-14,-2,-4,-6
25.865,-1,-3,-3,-5,-23,-1,-1,0
25.87,-1,0,-1,7,33,10,3,-1
25.875,-3,-2,1,-2,5,-4,0,-1
25.88,0,0,-1,-9,-41,-2,-2,0
25.885,-1,1,1,7,13,-6,-2,-3
25.89,-2,-2,-2,1,16,-1,-2,-3
25.895,-2,-1,-1,-3,-2,-3,0,-1
25.9,-3,-2,-1,12,6,0,-2,-2
25.905,-1,0,-2,-7,1,1,-2,-4
25.91,0,-1,1,3,11,-3,1,0
25.915,1,0,-3,-13,-18,1,0,0
25.92,-2,0,1,4,-16,0,-3,0
25.925,0,-1,-1,3,-6,3,0,0
25.93,-1,-2,-2,-8,2,-2,-3,-3
25.935,-3,0,-3,5,11,-3,-5,-3
25.94,0,-3,-3,-23,-11,0,2,1
25.945,0,0,1,15,3,4,2,0
25.95,-1,-1,0,12,9,-2,-3,-3
25.955,2,0,-1,-5,-21,1,0,-1
25.96,1,0,2,11,20,2,3,0
25.965,-2,-2,-1,15,-1,0,-2,0
25.97,-2,-2,-3,-27,4,-5,-2,-1
25.975,-1,0,-4,-20,-7,-4,-5,-2
25.98,0,0,0,5,-5,-1,-2,0
25.985,-2,-2,1,5,-2,0,-2,0
25.99,-2,-1,-1,-2,-11,-3,-3,-1
25.995,0,0,2,24,48,4,2,-2
26,1,-3,-3,-13,-36,-4,3,0
26.005,-1,-1,-1,-4,-5,-3,-1,-2
26.01,0,-2,1,11,-2,3,-1,0
26.015,-1,-1,0,7,18,1,-1,-2
26.02,0,0,-2,-2,18,-2,-2,-2
26.025,-1,-1,-3,-15,-51,-7,-3,-5
26.03,-1,0,1,11,6,1,2,1
26.035,-3,-1,-3,-23,-19,-1,-3,-1
26.04,-3,-1,-3,-4,10,-2,-4,-2
26.045,0,-3,2,12,18,-1,-1,0
26.05,1,0,-3,-7,-2,0,2,1
26.055,-1,-2,2,22,14,-3,-1,0
26.06,-3,-2,-1,-10,-26,-3,-3,-5
26.065,-2,-3,-4,-36,-23,-3,-2,-2
26.07,-1,-1,2,2,17,2,0,0
26.075,0,-1,-3,-5,-8,-2,-1,-1
26.08,-3,-1,-1,-5,-24,-4,-2,-2
26.085,-2,0,1,9,14,-1,-1,-3
26.09,-1,-1,-1,1,6,-2,-1,-6
26.095,0,-2,-3,-11,-34,-3,1,3
26.1,-1,-1,3,14,23,2,0,-1
26.105,0,-2,-5,-18,-8,-1,-2,0
26.11,-2,-1,-1,-4,16,-3,-1,-2
26.115,-2,-3,-1,-15,-47,1,1,-2
26.12,-4,-2,-2,7,-2,-5,-5,1
26.125,-1,-1,0,14,10,1,-2,-3
26.13,2,-1,-1,-1,-19,-2,1,1
26.135,-1,-2,-2,-1,19,0,-2,-4
